시도교육청코드,시도교육청명,표준학교코드,학교명,영문학교명,학교종류명,소재지명,관할조직명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명,팩스번호,고등학교구분명,산업체특별학급존재여부,고등학교일반실업구분명,특수목적고등학교계열명,입시전후기구분명,주야구분명,설립일자,개교기념일,수정일
B10,서울특별시교육청,7041147,서울영림초등학교,Seoul Yeongrim Elementary School,초등학교,서울특별시,서울특별시남부교육지원청,공립,07445 ,서울특별시 영등포구 시흥대로173길 14,/ 서울영림초등학교 (대림동),02-834-3181,http://www.younglim.es.kr/,남여공학,02-834-3187,,N,일반계,,전기,주간,19820707,19821004,20230205
B10,서울특별시교육청,7041148,서울영문초등학교,Seoul YoungMoon Elementary School,초등학교,서울특별시,서울특별시남부교육지원청,공립,07281 ,서울특별시 영등포구 문래로 56,/ 서울영문초등학교 (문래동6가),02-2068-5355,http://www.sym.es.kr,남여공학,02-2068-5454,,N,해당없음,,전기,주간,20050105,20050508,20230205
B10,서울특별시교육청,7132111,서울영본초등학교,Seoul Yeongbon Elementary School,초등학교,서울특별시,서울특별시동작관악교육지원청,공립,06915 ,서울특별시 동작구 만양로12가길 69,/ 서울영본초등학교 (본동),02-815-4371,http://yeongbon.sen.es.kr,남여공학,02-814-6691,,N,일반계,,전기,주간,19671127,19671127,20230205
B10,서울특별시교육청,7010795,서울영상고등학교,Seoul Visual Media High School,고등학교,서울특별시,서울특별시교육청,사립,08021 ,서울특별시 양천구 목동로11길 46,/ 서울영상고등학교 (신정동),02-2602-7121,youngsang.hs.kr,남여공학,02-2606-1804,특성화고,N,전문계,,전기,주간,19611208,19611208,20230205
B10,서울특별시교육청,7041149,서울영서초등학교,Seoul Youngseo Elementary School,초등학교,서울특별시,서울특별시남부교육지원청,공립,08370 ,서울특별시 구로구 도림로20길 57,/ 영서초등학교 (구로동),02-838-5212,www.youngseo.es.kr,남여공학,02-861-1711,,N,일반계,,전기,주간,19790202,19790928,20230205
B10,서울특별시교육청,7041150,서울영신초등학교,Seoul Yeongsin Elementary School,초등학교,서울특별시,서울특별시남부교육지원청,공립,07350 ,서울특별시 영등포구 도신로60길 23,(신길동),02-848-8560,http://youngsin.sen.es.kr,남여공학,02-848-8598,,N,일반계,,전기,주간,19671127,19671102,20230205
B10,서울특별시교육청,7041151,서울영원초등학교,Seoul Youngwon Elementary School,초등학교,서울특별시,서울특별시남부교육지원청,공립,07365 ,서울특별시 영등포구 도영로 22길 31,(도림동),02-835-9472,www.syw.es.kr,남여공학,02-835-9435,,N,일반계,,전기,주간,20020901,20020901,20230205
B10,서울특별시교육청,7041152,서울영일초등학교,Seoul Young-il Elementary School,초등학교,서울특별시,서울특별시남부교육지원청,공립,08321 ,서울특별시 구로구 남부순환로105길 218,/ 서울영일초등학교 (가리봉동),02-861-0426,http://www.syoungil.es.kr,남여공학,02-861-0429,,N,일반계,,전기,주간,19671129,19671129,20230205
B10,서울특별시교육청,7041153,서울영중초등학교,Seoul Youngjoong Elementary School,초등학교,서울특별시,서울특별시남부교육지원청,공립,07245 ,서울특별시 영등포구 양산로 185,/ 서울영중초등학교 (영등포동7가),02-2633-9428,http://youngjoong.sen.es.kr,남여공학,02-2631-2712,,N,일반계,,전기,주간,19490401,19491025,20230205
B10,서울특별시교육청,7130146,서울영풍초등학교,Seoul Youngpung Elementary School,초등학교,서울특별시,서울특별시강동송파교육지원청,공립,05744 ,서울특별시 송파구 오금로57길 15,/ 서울영풍초등학교 (거여동),02-407-2252,http://www.youngpung.es.kr,남여공학,02-449-6883,,N,일반계,,전기,주간,19821010,19821010,20230205
B10,서울특별시교육청,7132112,서울영화초등학교,Seoul Younghwa Elementary School,초등학교,서울특별시,서울특별시동작관악교육지원청,공립,06933 ,서울특별시 동작구 등용로8길 3,/ 서울영화초등학교 (대방동),02-824-6051,http://younghwa.sen.es.kr,남여공학,02-824-6155,,N,일반계,,전기,주간,19620903,19620903,20230205
B10,서울특별시교육청,7091408,서울영희초등학교,Seoul Younghee Elementary School,초등학교,서울특별시,서울특별시강남서초교육지원청,공립,06338 ,서울특별시 강남구 일원로 21,(일원동/영희초등학교),02-2226-6016,http://www.younghee.es.kr,남여공학,02-3411-3133,,N,일반계,,전기,주간,19461001,19461001,20230205
B10,서울특별시교육청,7010187,서울예술고등학교,Seoul Arts High School,고등학교,서울특별시,서울특별시교육청,사립,03011 ,서울특별시 종로구 평창문화로 70,/ 서울예술고등학교 (평창동),02-2287-0500,http://yego.or.kr,남여공학,02-2287-0400,특목고,N,일반계,예술계열,전기,주간,19530321,19530321,20230205
B10,서울특별시교육청,7130147,서울오금초등학교,Seoul Ogum Elementary School,초등학교,서울특별시,서울특별시강동송파교육지원청,공립,05654 ,서울특별시 송파구 위례성대로22길 11,(오금동/ 서울오금초등학교),02-449-9902,http://www.ogum.es.kr,남여공학,02-408-8316,,N,일반계,,전기,주간,19930720,19930720,20230205
B10,서울특별시교육청,7041154,서울오류남초등학교,Seoul Oryunam Elementary School,초등학교,서울특별시,서울특별시남부교육지원청,공립,08342 ,서울특별시 구로구 서해안로24길 22,(오류동/ 오류남초등학교),02-2681-8466,http://oryunam.sen.es.kr,남여공학,02-2616-7149,,N,일반계,,전기,주간,19820408,19820601,20230205
B10,서울특별시교육청,7041155,서울오류초등학교,Seoul Oryu Elementary School,초등학교,서울특별시,서울특별시남부교육지원청,공립,08268 ,서울특별시 구로구 경인로19길 39,/ 서울오류초등학교 (오류동),02-2612-6412,http://www.oryu.es.kr,남여공학,02-2625-3239,,N,일반계,,전기,주간,19430523,19430523,20230205
B10,서울특별시교육청,7130148,서울오륜초등학교,Seoul Oryun Elementary School,초등학교,서울특별시,서울특별시강동송파교육지원청,공립,05649 ,서울특별시 송파구 양재대로 1196,/ 서울오륜초등학교 (방이동),02-403-8823,http://www.oryun.es.kr,남여공학,02-443-5681,,N,일반계,,전기,주간,19881208,19890419,20230205
B10,서울특별시교육청,7051146,서울오봉초등학교,Seoul Obong Elementary School,초등학교,서울특별시,서울특별시북부교육지원청,공립,01310 ,서울특별시 도봉구 시루봉로 285,/ 서울오봉초등학교 (도봉동),02-3492-8613,https://obong.sen.es.kr,남여공학,02-3493-9358,,N,일반계,,전기,주간,20000301,20000301,20230205
B10,서울특별시교육청,7041156,서울오정초등학교,Seoul Ojeong Elementary School,초등학교,서울특별시,서울특별시남부교육지원청,공립,08359 ,서울특별시 구로구 경인로2길 10,/ 서울오정초등학교 (오류동),02-2686-3165,http://www.ojung.es.kr/,남여공학,02-2687-3135,,N,일반계,,전기,주간,19860109,19860429,20230205
B10,서울특별시교육청,7121321,서울오현초등학교,Seoul Oh-hyun Elementary School,초등학교,서울특별시,서울특별시성북강북교육지원청,공립,01230 ,서울특별시 강북구 월계로 221,(번동/오현초등학교),02-987-0419,http://ohhyun.sen.es.kr,남여공학,02-989-9315,,N,일반계,,전기,주간,19911002,19911002,20230205
B10,서울특별시교육청,7134103,서울옥수초등학교,Seoul Oksu Elementary School,초등학교,서울특별시,서울특별시성동광진교육지원청,공립,04740 ,서울특별시 성동구 금호로1길 25,/ 옥수초등학교 (금호동4가),02-2297-8623,http://www.oksu.es.kr,남여공학,02-2299-5209,,N,일반계,,전기,주간,19670327,19661202,20230205
B10,서울특별시교육청,7134104,서울옥정초등학교,Seoul Okjeong Elementary School,초등학교,서울특별시,서울특별시성동광진교육지원청,공립,04735 ,서울특별시 성동구 한림말길 43,(옥수동/옥정초등학교),02-2297-0148,http://www.okjeong.es.kr,남여공학,02-2298-1911,,N,일반계,,전기,주간,19710522,19710522,20230205
B10,서울특별시교육청,7051147,서울온곡초등학교,Seoul Ongok Elementary School,초등학교,서울특별시,서울특별시북부교육지원청,공립,01671 ,서울특별시 노원구 한글비석로52길 59,(상계동/온곡초등학교),02-937-7136,www.ongok.es.kr,남여공학,02-951-1397,,N,일반계,,전기,주간,19880209,19881010,20230205
B10,서울특별시교육청,7041157,서울온수초등학교,Seoul Onsu Elementary School,초등학교,서울특별시,서울특별시남부교육지원청,공립,08260 ,서울특별시 구로구 부일로 893,(온수동),02-2684-4902,http://onsu.es.kr,남여공학,02-2687-0944,,N,일반계,,전기,주간,19840127,19840919,20230205
B10,서울특별시교육청,7091409,서울왕북초등학교,Seoul Wangbuk Elementary School,초등학교,서울특별시,서울특별시강남서초교육지원청,공립,06353 ,서울특별시 강남구 광평로31길 74,(수서동/왕북초등학교),02-451-5073,http://www.wangbuk.es.kr,남여공학,02-459-0009,,N,일반계,,전기,주간,19631031,19631031,20230205
B10,서울특별시교육청,7010188,서울외국어고등학교,Seoul Foreign Language High School,고등학교,서울특별시,서울특별시교육청,사립,01489 ,서울특별시 도봉구 덕릉로66길 22,(창동),1670-1005,http://sfl.sen.hs.kr,남여공학,02-994-2435,특목고,N,일반계,외국어계열,전기,주간,19931005,19931005,20230205
B10,서울특별시교육청,7010804,서울외국인학교,서울외국인학교,외국인학교,서울특별시,서울특별시교육청,사립,03723 ,서울특별시 서대문구 연희로22길 39,(연희동),330-3100,http://www.seoulforeign.org,남,02-330-1857,,N,해당없음,,전기,주간,19120501,19120501,20230205
B10,서울특별시교육청,7031155,서울용강초등학교,Seoul Yong-gang Elementary School,초등학교,서울특별시,서울특별시서부교육지원청,공립,04136 ,서울특별시 마포구 백범로17길 9,(대흥동),02-715-1749,http://www.yonggang.es.kr,남여공학,02-717-1670,,N,일반계,,전기,주간,19160426,19160426,20230205
B10,서울특별시교육청,7134105,서울용곡초등학교,Seoul Yong-gok Elementary School,초등학교,서울특별시,서울특별시성동광진교육지원청,공립,04940 ,서울특별시 광진구 용마산로22길 82,/ 서울용곡초등학교 (중곡동),02-457-7225,yonggok.es.kr,남여공학,02-454-4508,,N,일반계,,전기,주간,19780213,19780504,20230205
B10,서울특별시교육청,7134106,서울용답초등학교,Seoul Yongdap Elementary School,초등학교,서울특별시,서울특별시성동광진교육지원청,공립,04805 ,서울특별시 성동구 용답25길 1,/ 서울용답초등학교 ,02-2245-2717,http://www.yd.es.kr,남여공학,02-2215-8206,,N,일반계,,전기,주간,19830420,19830420,20230205
B10,서울특별시교육청,7051148,서울용동초등학교,Seoul Yongdong Elementary School,초등학교,서울특별시,서울특별시북부교육지원청,공립,01789 ,서울특별시 노원구 한글비석로1길 81-11,(중계동/용동초등학교),02-949-0025,http://www.yongdong.es.kr,남여공학,02-949-0356,,N,일반계,,전기,주간,19910325,19920423,20230205
B10,서울특별시교육청,7021103,서울용두초등학교,Seoul Yongdu Elementary School,초등학교,서울특별시,서울특별시동부교육지원청,공립,02583 ,서울특별시 동대문구 천호대로13길 43,(용두동),02-927-4892,http://www.yongdu.es.kr,남여공학,02-927-4893,,N,일반계,,전기,주간,19481101,19481101,20230205
B10,서울특별시교육청,7134107,서울용마초등학교,Seoul Yongma Elementary School,초등학교,서울특별시,서울특별시성동광진교육지원청,공립,04926 ,서울특별시 광진구 천호대로113길 10,(중곡동),02-3436-4012,http://www.ymc.es.kr,남여공학,02-3436-4018,,N,일반계,,전기,주간,19720801,19721123,20230205
B10,서울특별시교육청,7010839,서울용산국제학교,서울용산국제학교,외국인학교,서울특별시,서울특별시교육청,사립,04347 ,서울특별시 용산구 이태원로 285,(한남동),02-797-5104,http://www.yisseoul.org,남,02-797-5224,,N,해당없음,,전기,주간,20060808,20060808,20230205
B10,서울특별시교육청,7061074,서울용산초등학교,Seoul Yongsan Elementary School,초등학교,서울특별시,서울특별시중부교육지원청,공립,04375 ,서울 용산구 한강대로57길 33,(한강로2가/용산초등학교),02-795-0782,http://www.sys.es.kr,남여공학,02-793-4707,,N,일반계,,전기,주간,19451101,19451101,20230205
B10,서울특별시교육청,7061075,서울용암초등학교,Seoul Yong-am Elementary School,초등학교,서울특별시,서울특별시중부교육지원청,공립,04341 ,서울특별시 용산구 녹사평대로60길 39,(용산동2가/ 용암초등학교),02-796-2167,www.yongamcho.seoul.kr,남여공학,02-796-0457,,N,일반계,,전기,주간,19650926,19650926,20230205
B10,서울특별시교육청,7051149,서울용원초등학교,Seoul Yong-won Elementary School,초등학교,서울특별시,서울특별시북부교육지원청,공립,01851 ,서울특별시 노원구 섬밭로 144,/ 용원초등학교 (공릉동/ 서울용원초등학교),02-948-5302,www.yong1.es.kr,남여공학,02-948-5304,,N,일반계,,전기,주간,19950625,19960506,20230205
B10,서울특별시교육청,7091419,서울우면초등학교,Seoul Woomyeon Elementary School,초등학교,서울특별시,서울특별시강남서초교육지원청,공립,06765 ,서울특별시 서초구 태봉로,59,02-2057-1671,http://woomyeon.es.kr,남여공학,02-2057-1606,,N,해당없음,,전기,주간,20120301,20120605,20230205
B10,서울특별시교육청,7091460,서울우솔초등학교,Seoul Woosol Elementary School,초등학교,서울특별시,서울특별시강남서초교육지원청,공립,06767 ,서울특별시 서초구 양재대로2길 74,/ 서울우솔초등학교 (우면동),02-3463-9069,http://woosol.sen.es.kr,남여공학,02-3463-9071,,N,,,전기,주간,20130301,20130610,20230205
B10,서울특별시교육청,7041158,서울우신초등학교,Seoul Usin Elementary School,초등학교,서울특별시,서울특별시남부교육지원청,공립,07347 ,서울특별시 영등포구 신길로 190,(신길동/우신초등학교),02-834-2258,http://www.usin.es.kr,남여공학,02-847-8439,,N,일반계,,전기,주간,19150305,19150426,20230205
B10,서울특별시교육청,7091410,서울우암초등학교,Seoul Wooam Elementary School,초등학교,서울특별시,서울특별시강남서초교육지원청,공립,06762 ,서울특별시 서초구 바우뫼로7길 38,(우면동/우암초등학교),02-529-3256,http://wooam.sen.es.kr,남여공학,02-529-3259,,N,일반계,,전기,주간,19940805,19941101,20230205
B10,서울특별시교육청,7121322,서울우이초등학교,Seoul Wooi Elementary School,초등학교,서울특별시,서울특별시성북강북교육지원청,공립,01085 ,서울특별시 강북구 삼양로99길 36,(수유동/서울우이초등학교),02-991-8722,http://wooi.sen.es.kr,남여공학,02-998-7470,,N,일반계,,전기,주간,19491002,19491002,20230205
B10,서울특별시교육청,7081470,서울우장초등학교,Seoul Ujang Elementary School,초등학교,서울특별시,서울특별시강서양천교육지원청,공립,07689,서울특별시 강서구 화곡로 263,(화곡동/우장초등학교),02-2603-9989,http://ujang.sen.es.kr,남여공학,02-2603-1108,,N,일반계,,전기,주간,19830610,19830610,20230205
B10,서울특별시교육청,7051150,서울원광초등학교,Seoul Wonkwang Elementary School,초등학교,서울특별시,서울특별시북부교육지원청,공립,01713 ,서울특별시 노원구 덕릉로76길 18,(중계동/원광초등학교),02-951-3358,http://www.wonkwang.es.kr,남여공학,02-931-9108,,N,일반계,,전기,주간,19911030,19920701,20230205
B10,서울특별시교육청,7132113,서울원당초등학교,Seoul Wondang Elementary School,초등학교,서울특별시,서울특별시동작관악교육지원청,공립,08739 ,서울특별시 관악구 봉천로 505,(봉천동),02-877-4940,http://www.wondang.es.kr,남여공학,02-872-1778,,N,일반계,,전기,주간,19721209,19730627,20230205
B10,서울특별시교육청,7091411,서울원명초등학교,Seoul Wonmyong Elementary School,초등학교,서울특별시,서울특별시강남서초교육지원청,공립,06602 ,서울특별시 서초구 고무래로 90-6,(서초동/원명초등학교),02-593-4492,http://www.wonmyong.es.kr,남여공학,02-595-4797,,N,일반계,,전기,주간,19890704,19900504,20230205
B10,서울특별시교육청,7021104,서울원묵초등학교,Seoul Wonmuk Elementary School,초등학교,서울특별시,서울특별시동부교육지원청,공립,02022 ,서울특별시 중랑구 숙선옹주로 109,/ 서울원묵초등학교 (묵동),02-3421-2100,http://www.wonmuk.es.kr,남여공학,02-3421-2103,,N,일반계,,전기,주간,19951110,19951110,20230205
B10,서울특별시교육청,7132114,서울원신초등학교,Seoul Wonshin Elementary School,초등학교,서울특별시,서울특별시동작관악교육지원청,공립,08846 ,서울특별시 관악구 광신길 177,/ 원신초등학교 (신림동),02-888-1813,http://www.wonshin.es.kr/,남여공학,02-888-1824,,N,일반계,,전기,주간,20020710,20021022,20230205
B10,서울특별시교육청,7091412,서울원촌초등학교,Seoul Wonchon Elementary School,초등학교,서울특별시,서울특별시강남서초교육지원청,공립,06544 ,서울특별시 서초구 사평대로45길 26,(반포동/서울원촌초등학교),02-536-0816,http://www.wonchon.es.kr,남여공학,02-536-0864,,N,일반계,,전기,주간,19790918,19790918,20230205
B10,서울특별시교육청,7061076,서울원효초등학교,Seoul Wonhyo Elementary School,초등학교,서울특별시,서울특별시중부교육지원청,공립,04357 ,서울특별시 용산구 효창원로13길 38,/ 서울원효초등학교 (산천동/원효초등학교),02-716-4424,http://www.wonhyo.es.kr,남여공학,02-718-8066,,N,일반계,,전기,주간,19830511,19821207,20230205
B10,서울특별시교육청,7051151,서울월계초등학교,Seoul Wolgye Elementary School,초등학교,서울특별시,서울특별시북부교육지원청,공립,01882 ,서울특별시 노원구 월계로45가길 10,(월계동/월계초등학교),02-999-2381,www.i-wolgye.es.kr,남여공학,02-999-2384,,N,일반계,,전기,주간,19920715,19930506,20230205
B10,서울특별시교육청,7121323,서울월곡초등학교,Seoul Wolgok Elementary School,초등학교,서울특별시,서울특별시성북강북교육지원청,공립,02747 ,서울특별시 성북구 장월로3길 42,(장위동/서울월곡초등학교),02-941-1761,http://www.swg.es.kr,남여공학,02-941-1763,,N,일반계,,전기,주간,19710901,19720714,20230205
B10,서울특별시교육청,7081471,서울월정초등학교,Seoul Woljeong Elementary School,초등학교,서울특별시,서울특별시강서양천교육지원청,공립,07761 ,서울특별시 강서구 월정로 176,(화곡동/월정초등학교),02-2694-2006,http://woljung.sen.es.kr,남여공학,02-2698-2125,,N,일반계,,전기,주간,19811226,19820423,20230205
B10,서울특별시교육청,7051152,서울월천초등학교,Seoul Wolcheon Elementary School,초등학교,서울특별시,서울특별시북부교육지원청,공립,01420 ,서울특별시 도봉구 노해로70길 96,(창동/서울월천초등학교),02-993-9448,http://wol.sen.es.kr,남여공학,02-990-8754,,N,일반계,,전기,주간,19880928,19890511,20230205
B10,서울특별시교육청,7081472,서울월촌초등학교,Seoul Wolchon Elementary School,초등학교,서울특별시,서울특별시강서양천교육지원청,공립,07980 ,서울특별시 양천구 목동중앙로 132,(목동/서울월촌초등학교),02-2647-3666,http://swc.sen.es.kr,남여공학,02-2652-8362,,N,일반계,,전기,주간,19851012,19850417,20230205
B10,서울특별시교육청,7130245,서울위례별초등학교,Seoul Wiryebyeol Elementary School,초등학교,서울특별시,서울특별시강동송파교육지원청,공립,05850 ,서울특별시 송파구 위례광장로 243,/ 서울위례별초등학교 (장지동),02-409-2112,http://westar.sen.es.kr,남여공학,02-409-6644,,N,,,후기,주간,20160301,20160504,20230205
B10,서울특별시교육청,7130270,서울위례솔초등학교,Seoul,초등학교,서울특별시,서울특별시강동송파교육지원청,공립,05776 ,서울특별시 송파구 위례북로2길 12,/ 12 ,02-6922-8800,https://wiryesol.sen.es.kr,남여공학,02-6922-8808,,N,해당없음,,후기,주간,20220301,20220301,20230205
B10,서울특별시교육청,7130149,서울위례초등학교,Seoul Wirye Elementary School,초등학교,서울특별시,서울특별시강동송파교육지원청,공립,05410 ,서울특별시 강동구 명일로 23,(둔촌동),02-489-0061,http://www.wirye.es.kr,남여공학,02-475-3214,,N,일반계,,전기,주간,19811024,19811024,20230205
B10,서울특별시교육청,7121324,서울유현초등학교,Seoul Yuhyeon Elementary School,초등학교,서울특별시,서울특별시성북강북교육지원청,공립,01095 ,서울특별시 강북구 인수봉로37길 24,(수유동/서울유현초등학교),02-985-3121,http://youhyeon.sen.es.kr,남여공학,02-985-3123,,N,일반계,,전기,주간,19740605,19740605,20230205
B10,서울특별시교육청,7041159,서울윤중초등학교,Seoul Yunjung Elementary School,초등학교,서울특별시,서울특별시남부교육지원청,공립,07322 ,서울특별시 영등포구 여의나루로2길 14,(여의도동),02-782-2042,http://www.yunjung.es.kr,남여공학,02-782-6321,,N,일반계,,전기,주간,19791226,19800404,20230205
B10,서울특별시교육청,7091468,서울율현초등학교,Seoul Yulhyeon Elementary School,초등학교,서울특별시,서울특별시강남서초교육지원청,공립,06370 ,서울특별시 강남구 밤고개로21길 15,/ 서울율현초등학교 (자곡동),02-3413-8804,http://www.yulhyeon.es.kr,남여공학,02-3413-8880,,N,,,전기,주간,20140828,20140828,20230205
B10,서울특별시교육청,7132115,서울은로초등학교,Seoul Eunlo Elementary School,초등학교,서울특별시,서울특별시동작관악교육지원청,공립,06973 ,서울특별시 동작구 서달로 115,/ 서울은로초등학교 (흑석동),02-824-0309,http://eunlo.es.kr,남여공학,02-813-2463,,N,일반계,,전기,주간,19081101,19081101,20230205
B10,서울특별시교육청,7031156,서울은명초등학교,Seoul Eunmyung Elementary School,초등학교,서울특별시,서울특별시서부교육지원청,공립,03453 ,서울특별시 은평구 은평로4길 21-9,/ 서울은명초등학교 (응암동),02-359-9517,http://www.em.es.kr,남여공학,02-359-9520,,N,해당없음,,전기,주간,20080716,20081026,20230205
B10,서울특별시교육청,7031232,서울은빛초등학교,EUNVIT elementary school,초등학교,서울특별시,서울특별시서부교육지원청,공립,03301 ,서울특별시 은평구 진관3로 73-17,(진관동),02-388-4923,http://www.ev.es.kr,남여공학,02-388-4925,,N,해당없음,,전기,주간,20110113,20110509,20230205
B10,서울특별시교육청,7081473,서울은정초등학교,Seoul Eunjeong Elementary School,초등학교,서울특별시,서울특별시강서양천교육지원청,공립,08100,서울특별시 양천구 목동남로 85,서울은정초등학교,02-2645-6871,http://eunjung.sen.es.kr,남여공학,02-2642-9407,,N,일반계,,전기,주간,19960710,19960710,20230205
B10,서울특별시교육청,7031157,서울은진초등학교,Seoul Eunjin Elementary School ,초등학교,서울특별시,서울특별시서부교육지원청,공립,03311 ,서울특별시 은평구 진관1로 21-20,/ 은진초등학교 (진관동),02-351-3561,http://www.eunjin.es.kr,남여공학,02-351-3681,,N,해당없음,,전기,주간,20081231,20090430,20230205
B10,서울특별시교육청,7132116,서울은천초등학교,Seoul Euncheon Elementary School,초등학교,서울특별시,서울특별시동작관악교육지원청,공립,08716 ,서울특별시 관악구 은천로 69,(봉천동),02-883-6321,http://www.euncheon.es.kr,남여공학,02-883-6280,,N,일반계,,전기,주간,19580401,19580401,20230205
B10,서울특별시교육청,7031158,서울은평초등학교,Seoul Eunpyeong Elementary School,초등학교,서울특별시,서울특별시서부교육지원청,공립,03382 ,서울특별시 은평구 은평로 239,(녹번동),02-355-2578,http://www.eunpyeong.es.kr,남여공학,02-384-0406,,N,일반계,,전기,주간,19310401,19310401,20230205
B10,서울특별시교육청,7051153,서울을지초등학교,Seoul Eulji Elementary School,초등학교,서울특별시,서울특별시북부교육지원청,공립,01741 ,서울특별시 노원구 중계로 239,(중계동),02-2092-2499,http://eulji.es.kr,남여공학,02-939-4112,,N,일반계,,전기,주간,19940105,19940422,20230205
B10,서울특별시교육청,7134108,서울응봉초등학교,Seoul Eungbong Elementary School,초등학교,서울특별시,서울특별시성동광진교육지원청,공립,04742 ,서울특별시 성동구 독서당로62길 28,(응봉동/ 응봉초등학교),02-2281-0816,http://eb.sen.es.kr,남여공학,02-2281-0833,,N,일반계,,전기,주간,20020712,20021024,20230205
B10,서울특별시교육청,7031159,서울응암초등학교,Seoul Eung-am Elementary School,초등학교,서울특별시,서울특별시서부교육지원청,공립,03470 ,서울특별시 은평구 가좌로6길 20,/ 서울응암초등학교 (응암동),02-309-5555,http://www.eungam.es.kr/,남여공학,02-309-5554,,N,일반계,,전기,주간,19621112,19621112,20230205
B10,서울특별시교육청,7011486,서울의료보건고등학교,Seoul Medical Healthcare High School,고등학교,서울특별시,서울특별시교육청,사립,04502 ,서울특별시 중구 만리재로37길 30,(만리동1가),02-392-6666,http://smh.sen.hs.kr,여,02-392-2233,특성화고,N,전문계,,전기,주간,19710531,19921002,20230205
B10,서울특별시교육청,7021105,서울이문초등학교,Seoul Imun Elementary School,초등학교,서울특별시,서울특별시동부교육지원청,공립,02411 ,서울특별시 동대문구 신이문로 16,(이문동/ 서울이문초등학교),02-957-8141,http://www.imun.es.kr,남여공학,02-969-3244,,N,일반계,,전기,주간,19670711,19670906,20230205
B10,서울특별시교육청,7091413,서울이수초등학교,Seoul Isu Elementary School,초등학교,서울특별시,서울특별시강남서초교육지원청,공립,06692 ,서울특별시 서초구 방배천로4길 23,서울이수초등학교 (방배동/이수초등학교),02-521-5282,www.seoulisu.es.kr,남여공학,02-588-8924,,N,일반계,,전기,주간,19770901,19780413,20230205
B10,서울특별시교육청,7061077,서울이태원초등학교,Seoul Itaewon Elementary School,초등학교,서울특별시,서울특별시중부교육지원청,공립,04345 ,서울특별시 용산구 녹사평대로40길 19,(이태원동/이태원초등학교),02-795-2809,itaewon.es.kr,남여공학,02-798-6175,,N,일반계,,전기,주간,19430501,19430501,20230205
B10,서울특별시교육청,7011498,서울인공지능고등학교,SEOUL ARTIFICIAL INTELLIGENCE HIGHSCHOOL,고등학교,서울특별시,서울특별시교육청,공립,05771 ,서울특별시 송파구 양산로 21,(거여동),6711-0508/6711-0595,https://seoulai.sen.hs.kr,남여공학,02-6711-0599,특성화고,N,전문계,,전기,주간,19910301,19910301,20230205
B10,서울특별시교육청,7121325,서울인수초등학교,Seoul Insu Elementary School,초등학교,서울특별시,서울특별시성북강북교육지원청,공립,01020 ,서울특별시 강북구 인수봉로 269,(수유동/서울인수초등학교),02-902-2003,http://www.insu.es.kr,남여공학,02-998-9774,,N,일반계,,전기,주간,19820707,19821025,20230205
B10,서울특별시교육청,7031160,서울인왕초등학교,Seoul Inwang Elementary School,초등학교,서울특별시,서울특별시서부교육지원청,공립,03629 ,서울특별시 서대문구 세무서길 33-9,(홍제동/서울인왕초등학교),02-395-4094,http://www.inwang.es.kr,남여공학,02-394-5026,,N,일반계,,전기,주간,19621112,19621112,20230205
B10,서울특별시교육청,7132117,서울인헌초등학교,Seoul Inhun Elementary School,초등학교,서울특별시,서울특별시동작관악교육지원청,공립,08792 ,서울특별시 관악구 낙성대로 23,(봉천동),02-872-8101,http://www.inhun.es.kr,남여공학,02-872-6683,,N,일반계,,전기,주간,19791231,19800402,20230205
B10,서울특별시교육청,7010842,서울일본인학교,서울일본인학교,외국인학교,서울특별시,서울특별시교육청,사립,03919 ,서울특별시 마포구 월드컵북로62길 11,/ 일본인학교 (상암동),02-308-2010,http://www.sjs.or.kr/,남,02-572-6972,,N,해당없음,,전기,주간,19720508,19720508,20230205
B10,서울특별시교육청,7121326,서울일신초등학교,Seoul Ilshin Elementary School,초등학교,서울특별시,서울특별시성북강북교육지원청,공립,02795 ,서울특별시 성북구 월곡로 74,(종암동/서울일신초등학교),02-909-2893,http://www.ilshin.es.kr,남여공학,02-909-2897,,N,일반계,,전기,주간,20000901,20000901,20230205
B10,서울특별시교육청,7091414,서울일원초등학교,Seoul Ilwon Elementary School,초등학교,서울특별시,서울특별시강남서초교육지원청,공립,06345 ,서울특별시 강남구 영동대로4길 20,(일원동/일원초등학교),02-445-8815,www.ilwon.es.kr,남여공학,02-445-6306,,N,일반계,,전기,주간,19841010,19841010,20230205
B10,서울특별시교육청,7091469,서울자곡초등학교,Seoul Jagok Elementary School,초등학교,서울특별시,서울특별시강남서초교육지원청,공립,06373 ,서울특별시 강남구 자곡로 150,(자곡동),02-3413-8700,http://www.jagok.es.kr,남여공학,02-3414-0030,,N,,,전기,주간,20140901,20141024,20230205
B10,서울특별시교육청,7134109,서울자양초등학교,Seoul jayang Elementary School,초등학교,서울특별시,서울특별시성동광진교육지원청,공립,05054 ,서울특별시 광진구 아차산로44길 26,(자양동),02-457-1468,http://jayang.sen.es.kr/,남여공학,02-458-4393,,N,일반계,,전기,주간,19451210,19451210,20230205
